ins_code,isin,symbol,name,previous_close,last_price,close_price,close_price_change_percent,volume,trade_value,high,low,buyer_power,buy_power_numerator,sell_power_denominator,real_money_flow,best_buy_price,best_sell_price,best_buy_volume,best_sell_volume
22212731893111773,IRB3MD040661,الكتروماديران061,مرابحه الكتروماديراكارون060626,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22247565034311077,IRB3TF220841,تابان22,اجاره تابان فردا لوتوس14080418,0.0,833000.0,833000.0,0.0,0.0,0.0,833000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22251219246886364,IROFGOST3411,طستر4025,اختيارف خگستر-1800-1405/04/10,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22260326095996531,IRO1HTOK0001,حتوكا,حمل‌ونقل‌توكا,2066.0,2035.0,2056.0,-0.48,3487228.0,7096327649.0,2006.0,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22312649102928386,IRB5AF5305C1,مشير512,مشاركت ش شيراز512-3ماهه18%,0.0,902700.0,902700.0,0.0,0.0,0.0,902700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22314144318840282,IROBTAMF1691,ططعام406,اختيارف طعام-16000-14050414,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22424135367941584,IRO7OKCZ0001,فافق,صنايع مس افق كرمان,10960.0,10750.0,11240.0,2.55,13315111.0,143196107030.0,10950.0,2145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22444283085720685,IROFZOBI9611,طذوب5029,اختيارف ذوب-550-1405/05/20,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22589807370454141,IRB3ROY10811,رويا08,مرابحه زرين رويا14080126,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22667016906590506,IRO1NBEH0001,شبهرن,نفت‌ بهران‌,29160.0,29160.0,29160.0,0.0,1506504.0,43929656640.0,30060.0,4058.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22810465289784687,IRO9MSMI0C91,ضملي7062,اختيارخ فملي-13000-1405/07/08,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22841667907807656,IRO9MKBT8531,ضمخا7099,اختيارخ اخابر-700-1405/07/22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22890624801346952,IROFAHRM1A61,طهرم4029,اختيارف اهرم-34000-1405/04/31,590.0,430.0,579.0,-1.86,24172.0,10394572000.0,759.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22946234580362036,IROATVAF8941,ضتوان421,اختيارخ توان-50000-14050428,0.0,5854.0,5402.0,0.0,0.0,0.0,5854.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22950683624908253,IRO7PTOP0001,نتوس,پشم‌ بافي‌ توس,8550.0,8550.0,8550.0,0.0,922506.0,7887026300.0,8310.0,1332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23030592245325027,IRO9MSMI0D01,ضملي7063,اختيارخ فملي-14000-1405/07/08,0.0,10006.0,10006.0,0.0,0.0,0.0,10006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23065804697894242,IRB3KOU00871,كوروش08,مرابحه صنعت خشكبار كوروش080726,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23078998521357223,IRB6AF250631,صترام603,صكوك مرابحه كترام603-بدون ضامن,0.0,970000.0,970000.0,0.0,0.0,0.0,970000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23175320865252772,IRO7SALP0001,وسالت,بانك قرض الحسنه رسالت,3949.0,4001.0,3949.0,0.0,2962691.0,11702632584.0,4029.0,-1623.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23175363222275458,IRB3FR010691,شهر فرش061,مرابحه شهر فرش-خليج فارس060921,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
