date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
2023-05-20,21100.0,21100.0,11000.0,12540.0,1692898539740,134999431,1278968,1000.0,11000.0,1402-02-30
2023-05-21,13160.0,13160.0,13160.0,13160.0,15827360920,1202687,2176,12540.0,13160.0,1402-02-31
2023-05-22,13810.0,13810.0,13810.0,13810.0,43335517610,3137981,2314,13160.0,13810.0,1402-03-01
2023-05-23,14500.0,14500.0,14500.0,14500.0,45416668000,3132184,1910,13810.0,14500.0,1402-03-02
2023-05-24,15220.0,15220.0,15220.0,15220.0,48438502320,3182556,2925,14500.0,15220.0,1402-03-03
2023-05-27,15980.0,15980.0,15980.0,15980.0,57104561960,3573502,8771,15220.0,15980.0,1402-03-06
2023-05-28,16770.0,16770.0,16770.0,16770.0,55794947130,3327069,5038,15980.0,16770.0,1402-03-07
2023-05-29,17600.0,17600.0,17600.0,17600.0,63585596800,3612818,9056,16770.0,17600.0,1402-03-08
2023-05-30,18480.0,18480.0,18480.0,18480.0,64520369760,3491362,6595,17600.0,18480.0,1402-03-09
2023-05-31,19400.0,19400.0,19400.0,19400.0,22335976600,1151339,2228,18480.0,19400.0,1402-03-10
2023-06-06,20370.0,20370.0,20370.0,20370.0,87687411210,4304733,14813,19400.0,20370.0,1402-03-16
2023-06-07,21380.0,21380.0,21380.0,21380.0,107760545000,5040250,25309,20370.0,21380.0,1402-03-17
2023-06-10,22400.0,22400.0,22400.0,22400.0,312204793600,13937714,52132,21380.0,22400.0,1402-03-20
2023-06-11,23500.0,23500.0,23500.0,23500.0,339742132000,14457112,70339,22400.0,23500.0,1402-03-21
2023-06-18,24650.0,24650.0,24400.0,24650.0,1658468929350,67303132,139151,23500.0,24650.0,1402-03-28
2023-06-19,24700.0,24950.0,23450.0,24100.0,443195037500,18391427,19478,24650.0,23450.0,1402-03-29
2023-06-20,22900.0,22900.0,22900.0,22900.0,75215072900,3284501,1408,24100.0,22900.0,1402-03-30
2023-06-21,21800.0,22700.0,21800.0,22050.0,1171454905950,53094847,214827,22900.0,22600.0,1402-03-31
2023-06-24,22500.0,22800.0,20950.0,21500.0,835969646650,38838472,151629,22050.0,21000.0,1402-04-03
2023-06-25,21250.0,21350.0,20450.0,20550.0,487503171700,23701712,69479,21500.0,20450.0,1402-04-04
2023-06-26,20050.0,21200.0,20000.0,20650.0,250561433650,12139653,52050,20550.0,20400.0,1402-04-05
2023-06-27,20600.0,20600.0,19650.0,19800.0,292322540450,14778986,23024,20650.0,19650.0,1402-04-06
2023-06-28,19350.0,19650.0,18850.0,19150.0,228735076250,11936530,19270,19800.0,19350.0,1402-04-07
2023-07-01,19650.0,19650.0,18850.0,19250.0,188701078760,9805189,15184,19150.0,19100.0,1402-04-10
2023-07-04,18910.0,19280.0,18550.0,19050.0,110853027340,5820479,8498,18490.0,19280.0,1402-04-13
2023-07-05,19410.0,19930.0,19150.0,19560.0,175807711670,8989023,15143,19050.0,19620.0,1402-04-14
2023-07-08,19600.0,20150.0,19320.0,19720.0,135096534530,6849312,12831,19560.0,19500.0,1402-04-17
