date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
2023-11-13,10000.0,10000.0,10000.0,10000.0,245906490000,24590649,198,10000.0,10000.0,1402-08-22
2023-11-14,10000.0,10000.0,10000.0,10000.0,539678040000,53967804,181,10000.0,10000.0,1402-08-23
2023-11-15,10000.0,10000.0,10000.0,10000.0,625560820000,62556082,224,10000.0,10000.0,1402-08-24
2023-11-18,10000.0,10000.0,10000.0,10000.0,337968720000,33796872,232,10000.0,10000.0,1402-08-27
2023-11-19,10000.0,10000.0,10000.0,10000.0,560168980000,56016898,371,10000.0,10000.0,1402-08-28
2023-12-11,10200.0,10200.0,10166.0,10166.0,221244826291,21762502,180,10000.0,10167.0,1402-09-20
2023-12-12,10173.0,10174.0,10173.0,10173.0,57445695456,5646870,95,10166.0,10174.0,1402-09-21
2023-12-13,10187.0,10188.0,10187.0,10187.0,107222146356,10524877,61,10173.0,10188.0,1402-09-22
2023-12-16,10204.0,10205.0,10204.0,10204.0,373633086041,36615828,95,10187.0,10205.0,1402-09-25
2023-12-18,10215.0,10216.0,10215.0,10216.0,255579796247,25018444,92,10204.0,10215.0,1402-09-27
2023-12-19,10222.0,10223.0,10222.0,10223.0,233840943139,22874722,83,10216.0,10223.0,1402-09-28
2023-12-20,10237.0,10237.0,10236.0,10237.0,636988528278,62224405,175,10223.0,10236.0,1402-09-29
2023-12-23,10250.0,10251.0,10250.0,10250.0,303953245881,29653007,123,10237.0,10251.0,1402-10-02
2023-12-24,10257.0,10258.0,10257.0,10257.0,231942309085,22612313,137,10250.0,10257.0,1402-10-03
2023-12-25,10265.0,10265.0,10264.0,10265.0,167687023733,16335808,46,10257.0,10265.0,1402-10-04
2023-12-26,10273.0,10273.0,10272.0,10273.0,76537142603,7450361,83,10265.0,10273.0,1402-10-05
2023-12-27,10286.0,10287.0,10286.0,10287.0,111612260294,10849884,76,10273.0,10287.0,1402-10-06
2023-12-30,10301.0,10301.0,10300.0,10300.0,122646173674,11907229,84,10287.0,10300.0,1402-10-09
2023-12-31,10307.0,10308.0,10307.0,10307.0,482189178993,46780476,114,10300.0,10308.0,1402-10-10
2024-01-01,10314.0,10315.0,10314.0,10314.0,53712079502,5207681,38,10307.0,10314.0,1402-10-11
2024-01-02,10321.0,10322.0,10321.0,10321.0,689731885797,66827983,120,10314.0,10322.0,1402-10-12
2024-01-03,10335.0,10336.0,10335.0,10336.0,240304766902,23250366,72,10321.0,10336.0,1402-10-13
2024-01-06,10349.0,10350.0,10349.0,10350.0,79150452241,7647560,77,10336.0,10349.0,1402-10-16
2024-01-07,10357.0,10358.0,10357.0,10357.0,203117266075,19611291,103,10350.0,10357.0,1402-10-17
2024-01-08,10365.0,10365.0,10364.0,10364.0,418782528538,40406407,103,10357.0,10364.0,1402-10-18
2024-01-09,10371.0,10372.0,10371.0,10371.0,633142042685,61047156,179,10364.0,10371.0,1402-10-19
2024-01-10,10386.0,10386.0,10385.0,10386.0,325050570745,31297273,132,10371.0,10385.0,1402-10-20
2024-01-13,10399.0,10400.0,10399.0,10400.0,305493851727,29375357,214,10386.0,10399.0,1402-10-23
2024-01-14,10408.0,10408.0,10407.0,10407.0,573485088392,55103647,196,10400.0,10408.0,1402-10-24
2024-01-15,10414.0,10415.0,10414.0,10414.0,354557223305,34045416,81,10407.0,10414.0,1402-10-25
2024-01-16,10422.0,10422.0,10421.0,10422.0,266265574485,25548614,98,10414.0,10421.0,1402-10-26
2024-01-17,10436.0,10437.0,10436.0,10437.0,558718847027,53534326,173,10422.0,10436.0,1402-10-27
2024-01-20,10451.0,10451.0,10450.0,10451.0,298495374743,28562040,236,10437.0,10451.0,1402-10-30
2024-01-21,10459.0,10459.0,10458.0,10458.0,252215863115,24116372,141,10451.0,10459.0,1402-11-01
2024-01-22,10466.0,10467.0,10465.0,10466.0,432437287614,41318769,211,10458.0,10466.0,1402-11-02
2024-01-23,10473.0,10473.0,10472.0,10473.0,191391974778,18275642,239,10466.0,10472.0,1402-11-03
2024-01-24,10487.0,10488.0,10487.0,10488.0,302204937058,28815600,187,10473.0,10487.0,1402-11-04
2024-01-27,10501.0,10502.0,10501.0,10502.0,745203126612,70961113,260,10488.0,10501.0,1402-11-07
2024-01-28,10509.0,10510.0,10509.0,10509.0,132665900323,12623492,145,10502.0,10510.0,1402-11-08
2024-01-29,10516.0,10517.0,10516.0,10517.0,462771776983,44003840,214,10509.0,10516.0,1402-11-09
2024-01-30,10523.0,10524.0,10523.0,10524.0,330845447024,31438423,369,10517.0,10524.0,1402-11-10
2024-01-31,10538.0,10539.0,10538.0,10538.0,401604188885,38108836,265,10524.0,10538.0,1402-11-11
2024-02-03,10553.0,10554.0,10553.0,10554.0,312064384768,29569200,184,10538.0,10554.0,1402-11-14
2024-02-04,10560.0,10561.0,10560.0,10561.0,160692943203,15216298,94,10554.0,10561.0,1402-11-15
2024-02-05,10568.0,10569.0,10568.0,10569.0,95595365741,9045162,114,10561.0,10569.0,1402-11-16
2024-02-06,10575.0,10576.0,10575.0,10575.0,299008886791,28274414,145,10569.0,10575.0,1402-11-17
2024-02-07,10591.0,10591.0,10590.0,10590.0,328740405708,31042257,270,10575.0,10591.0,1402-11-18
2024-02-10,10612.0,10613.0,10612.0,10612.0,67122294737,6324982,241,10590.0,10613.0,1402-11-21
2024-02-12,10619.0,10620.0,10619.0,10619.0,284459774374,26787221,177,10612.0,10620.0,1402-11-23
2024-02-13,10628.0,10628.0,10627.0,10628.0,218501532000,20559579,175,10619.0,10628.0,1402-11-24
2024-02-14,10642.0,10643.0,10642.0,10642.0,223010962854,20955078,263,10628.0,10643.0,1402-11-25
2024-02-17,10656.0,10657.0,10656.0,10656.0,156372671733,14674124,286,10642.0,10657.0,1402-11-28
2024-02-18,10664.0,10665.0,10664.0,10664.0,495797806352,46492227,232,10656.0,10665.0,1402-11-29
2024-02-19,10671.0,10672.0,10671.0,10672.0,431477135832,40431835,339,10664.0,10672.0,1402-11-30
2024-02-20,10680.0,10680.0,10679.0,10680.0,432509292611,40498159,235,10672.0,10680.0,1402-12-01
2024-02-21,10695.0,10695.0,10694.0,10694.0,181953269834,17013911,257,10680.0,10695.0,1402-12-02
2024-02-24,10712.0,10713.0,10712.0,10712.0,518049837027,48360881,222,10694.0,10712.0,1402-12-05
2024-02-26,10725.0,10725.0,10724.0,10725.0,386472523801,36036174,436,10712.0,10725.0,1402-12-07
2024-02-27,10731.0,10732.0,10731.0,10732.0,233379984607,21746566,206,10725.0,10732.0,1402-12-08
2024-02-28,10747.0,10747.0,10746.0,10746.0,852997465356,79376517,472,10732.0,10747.0,1402-12-09
2024-03-02,10762.0,10763.0,10762.0,10762.0,392313127337,36452798,424,10746.0,10762.0,1402-12-12
2024-03-03,10770.0,10771.0,10770.0,10770.0,621016623341,57660110,464,10762.0,10770.0,1402-12-13
2024-03-04,10777.0,10778.0,10777.0,10777.0,566254539997,52542060,424,10770.0,10777.0,1402-12-14
2024-03-05,10786.0,10786.0,10785.0,10785.0,461013962387,42744700,456,10777.0,10786.0,1402-12-15
2024-03-06,10802.0,10802.0,10801.0,10801.0,286370885115,26513141,336,10785.0,10801.0,1402-12-16
2024-03-09,10816.0,10817.0,10816.0,10816.0,771178698506,71298033,582,10801.0,10817.0,1402-12-19
2024-03-10,10824.0,10825.0,10824.0,10824.0,252558090864,23332436,491,10816.0,10825.0,1402-12-20
2024-03-11,10832.0,10833.0,10832.0,10832.0,671725210834,62012247,501,10824.0,10833.0,1402-12-21
2024-03-12,10840.0,10841.0,10840.0,10840.0,476147837475,43923903,390,10832.0,10841.0,1402-12-22
2024-03-13,10855.0,10856.0,10855.0,10855.0,387195533665,35669113,491,10840.0,10856.0,1402-12-23
2024-03-16,10871.0,10872.0,10871.0,10871.0,302192245225,27797382,459,10855.0,10871.0,1402-12-26
2024-03-17,10880.0,10880.0,10879.0,10879.0,942490926745,86632544,511,10871.0,10879.0,1402-12-27
2024-03-18,10907.0,10907.0,10906.0,10906.0,2202460823551,201944437,788,10879.0,10907.0,1402-12-28
2024-03-24,10934.0,10934.0,10933.0,10933.0,770039608969,70432011,507,10906.0,10933.0,1403-01-05
2024-03-25,10941.0,10942.0,10941.0,10941.0,339187129840,31000571,402,10933.0,10941.0,1403-01-06
2024-03-26,10949.0,10950.0,10948.0,10949.0,923838424163,84375399,392,10941.0,10950.0,1403-01-07
2024-03-27,10965.0,10966.0,10965.0,10965.0,322801207495,29438117,328,10949.0,10966.0,1403-01-08
2024-03-30,10989.0,10990.0,10989.0,10989.0,192238704751,17493350,328,10965.0,10989.0,1403-01-11
2024-04-02,11004.0,11005.0,11004.0,11004.0,502411067534,45655631,330,10989.0,11004.0,1403-01-14
2024-04-03,11020.0,11021.0,11020.0,11021.0,442915940063,40188975,463,11004.0,11021.0,1403-01-15
2024-04-06,11036.0,11037.0,11036.0,11036.0,338961655023,30713708,437,11021.0,11036.0,1403-01-18
2024-04-07,11044.0,11047.0,11044.0,11045.0,818618711862,74118520,499,11036.0,11045.0,1403-01-19
